,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Of which Polyunsaturated,Iron,Omega 3,Vitamin A,Vitamin B12,Sodium,Vitamin D,Calcium,Of which Trans,Vitamin C,Selenium,Thiamin,Iodine,Potassium,Riboflavin,Vitamin E,Vitamin B6,Biotin,Copper,Of which Polyols,Manganese,Omega 6,Folic Acid,Niacin,Polyunsaturates,Salt Equivalent,Magnesium,Pathogenic Acid,Zinc,Of which Starch,Vitamin K,Chloride,Pantothenic Acid,Cholesterol,Of which Cholesterol,box,label-glued,shrinkwrap,Omega 9
135,0.0g,187kcal,12.3g,0.0g,5.4g,0.0g,19.0g,0.14g,Essential Frozen 2 British Lamb Shanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,<0.5g,251kcal,19.9g,0.6g,9.5g,<0.5g,17.6g,0.15g,Essential Frozen 20% Fat British Lamb Mince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0.0g,277kcal,23.0g,0.0g,10.8g,0.0g,17.6g,0.16g,Waitrose British 2 Lamb Loin Chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0g,187kcal,12.3g,0g,5.4g,0g,19.0g,0.20g,Duchy from Waitrose British Lamb Leg Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0.0g,186kcal,12.6g,0.0g,5.6g,0.0g,18.1g,0.14g,Essential British Lamb Neck Fillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0.0g,235kcal,18.3g,0.0g,8.5g,0.0g,17.6g,0.16g,essential Waitrose British lamb Half Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0.0g,187kcal,12.3g,0.0g,5.4g,0.0g,19.0g,0.15g,essential Waitrose British lamb leg steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0.0g,277kcal,23.0g,0.0g,10.8g,0.0g,17.6g,0.16g,Waitrose 4 British Lamb Loin Chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0.0g,316kcal,27.9g,0.0g,13.6g,0.0g,16.3g,0.18g,Essential British Lamb Chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0.8g,241kcal,17.4g,0.0g,7.8g,0.8g,20.2g,0.64g,Waitrose Slow Cooked Lamb Kleftico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0g,316kcal,27.9g,0g,13.6g,0g,16.3g,0.18g,Duchy from Waitrose British Lamb Cutlets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0.0g,187kcal,12.3g,0.0g,5.4g,0.0g,19.0g,0.15g,Essential British Lamb Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.0g,246kcal,19.9g,0.0g,10.2g,0.0g,16.8g,0.20g,Waitrose Duchy British Lamb Mince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6.8g,176kcal,7.2g,0.0g,1.8g,1.0g,21.1g,0.47g,Easy to Cook Lamb Rumps with Mint & Vinegar Crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0.0g,359kcal,29.9g,0.0g,14.3g,0.0g,22.4g,0.18g,essential Waitrose british lamb ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,<0.5g,222kcal,12.7g,<0.5g,5.5g,<0.5g,26.5g,0.63g,Waitrose Harissa Lamb Shanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0.0g,153kcal,8.0g,0.0g,3.5g,0.0g,20.2g,0.18g,Waitrose 4 British Lamb Leg Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0.0g,235kcal,18.3g,0.0g,8.5g,0.0g,17.6g,0.16g,Waitrose British lamb diced shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0.0g,187kcal,12.3g,0.0g,5.4g,0.0g,19.0g,0.14g,Waitrose British Lamb diced leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,<0.5g,247kcal,18.7g,0.5g,8.0g,<0.5g,19.1g,0.40g,Waitrose British Lamb Leg Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.0g,277kcal,23.0g,0.0g,10.8g,0.0g,17.6g,0.16g,essential Waitrose stewing lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0.5g,249kcal,18.2g,0.6g,8.0g,0.5g,20.5g,1.04g,Waitrose Slow Cooked Lamb Shoulder with Marinade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.0g,235kcal,18.3g,0.0g,8.5g,0.0g,17.6g,0.16g,Essential Frozen Half Shoulder of Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0.0g,285kcal,23.8g,0.0g,8.6g,0.0g,17.8g,0.17g,Essential British Pork Belly Joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0.0g,258kcal,20.2g,0.0g,7.3g,0.0g,19.1g,0.17g,Waitrose British Pork Belly Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.0g,146kcal,2.8g,0.0g,0.8g,0.0g,30.1g,0.13g,No.1 Free Range Pork Medallions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.0g,270kcal,21.7g,0.0g,8.0g,0.0g,18.6g,0.13g,Essential Pork Chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.0g,147kcal,6.5g,0.0g,2.3g,0.0g,22.0g,0.13g,Waitrose British Pork Fillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.0g,128kcal,4.9g,0.0g,1.7g,0.0g,21.0g,0.15g,Waitrose Pork Lean Mince Typically 5% Fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.0g,129kcal,5.1g,0.0g,1.7g,0.0g,20.7g,0.15g,Essential British Pork Mince 8% Fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.0g,227kcal,16.5g,0.0g,5.9g,0.0g,19.5g,2.50g,Waitrose Dry Cured 8 Unsmoked Back Bacon Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.0g,227kcal,16.5g,0.0g,5.9g,0.0g,19.5g,2.50g,Waitrose Dry Cured Smoked Back Bacon 8 Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0.9g,244kcal,17.6g,0.5g,5.6g,<0.5g,20.2g,2.40g,No.1 Free Range Beech Smoked Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,7.3g,206kcal,15.1g,1.0g,4.8g,3.5g,9.8g,0.87g,Easy To Cook Mozzarella Stuffed Pork Meatballs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1.1g,323kcal,26.1g,0.0g,9.0g,<0.5g,21.0g,1.1g,No.1 Free Range 12 Chipolatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.0g,286kcal,23.8g,0.0g,8.5g,0.0g,18.0g,2.50g,Waitrose Dry Cured Smoked Streaky Bacon 12 Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,4.9g,305kcal,24.9g,0.5g,8.2g,<0.5g,15.2g,1.3g,Waitrose 6 Cumberland Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,7.3g,335kcal,26.3g,1.1g,8.9g,4.8g,16.6g,1.1g,Waitrose 6 British Pork & Caramelised Red Onion Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.6g,367kcal,31.7g,0.7g,10.8g,0.5g,19.4g,1.16g,No.1 6 Cumberland Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6.0g,291kcal,22.9g,1.1g,8.0g,5.7g,14.7g,1.1g,Waitrose 6 British Pork & Bramley Apple Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.0g,286kcal,23.8g,0.0g,8.5g,0.0g,18.0g,2.50g,Waitrose Unsmoked Dry Cured Streaky Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4.8g,252kcal,17.6g,1.4g,6.2g,0.5g,17.9g,1.2g,Waitrose 6 Pork Sausages with Pepper & Nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.0g,227kcal,16.5g,0.0g,5.9g,0.0g,19.5g,2.5g,Waitrose 12 Beech Smoked Dry Cured Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,5.7g,315kcal,24.0g,1.0g,8.4g,<0.5g,18.5g,1.19g,Waitrose 12 Pork Chipolatas with Pepper & Nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1.6g,267kcal,20.6g,1.0g,7.2g,0.2g,18.3g,3.03g,Denhay dry cured streaky smoked bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,<0.5g,228kcal,16.0g,0.6g,5.7g,<0.5g,20.4g,1.97g,Waitrose Extra Thick Cut Unsmoked Dry Cured Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,<0.5g,209kcal,14.8g,0.7g,5.1g,<0.5g,18.3g,3.13g,No.1 Free Range Beech Smoked Bacon Lardons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,<0.5g,139kcal,5.9g,0.6g,1.8g,<0.5g,20.9g,2.26g,No.1 Free Range Unsmoked Gammon Steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,3.4g,305kcal,25.0g,0.5g,8.2g,<0.5g,16.2g,1.1g,Waitrose 6 Lincolnshire Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1.1g,323kcal,26.1g,0.0g,9.0g,<0.5g,21.0g,1.1g,No.1 Free Range Pork Sausages 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,<0.5g,128kcal,4.4g,0.0g,1.5g,<0.5g,21.8g,2.50g,Waitrose 8 Medallions Smoked Extra Lean Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,3.9g,241kcal,18.7g,1.5g,5.9g,1.8g,14.9g,1.4g,Rankin selection pork sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,12.7g,195kcal,5.8g,0.6g,1.6g,1.1g,22.7g,0.76g,Easy to Cook Pork Schnitzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3.4g,218kcal,11.3g,0.9g,3.9g,2.8g,25.1g,1.1g,Waitrose Slow Cooked Miso Maple Pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1.7g,221kcal,14.3g,1.2g,5.5g,0.3g,20.8g,2.87g,Denhay dry cured back unsmoked bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,<0.5g,128kcal,4.4g,0.0g,1.5g,<0.5g,21.8g,2.50g,Waitrose 8 Unsmoked Lean Bacon Medallions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,6.4g,246kcal,17.6g,1.0g,6.0g,0.7g,14.9g,0.98g,"Waitrose 6 British pork, leek and chive sausages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2.7g,231kcal,16.0g,<0.5g,5.9g,1.6g,19.0g,2.3g,Waitrose Sweet Cured Smoked Back Bacon with Maple Syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1.0g,262kcal,19.2g,1.0g,7.2g,0.3g,20.7g,2.75g,Denhay dry cured back smoked bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.5g,297kcal,21.6g,1.0g,7.7g,<0.5g,24.6g,1.4g,Waitrose 12 British Pork & Herb Chipolatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.7g,205kcal,14.5g,0.0g,4.9g,<0.5g,16.9g,2.20g,Essential Unsmoked British Bacon 10 Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.0g,140kcal,6.2g,0.0g,1.8g,0.0g,21.1g,2.22g,No.1 Free Range Smoked Gammon Steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2.5g,280kcal,20.1g,1.6g,7.4g,2.5g,21.4g,1.11g,Waitrose 6 Chorizo Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1.0g,257kcal,15.1g,<0.1g,5.5g,1.0g,29.4g,3.00g,Finnebrogue Naked Unsmoked Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.9g,214kcal,15.3g,0.5g,5.4g,<0.5g,18.0g,3.05g,No.1 Free Range Unsmoked Bacon Lardons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.7g,205kcal,14.5g,0.0g,4.9g,<0.5g,16.9g,2.20g,Essential Unsmoked Bacon 6 Thick Back Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.7g,205kcal,14.5g,0.0g,4.9g,<0.5g,16.9g,2.20g,Essential Smoked British Bacon 10 Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.5g,239kcal,19.8g,0.0g,7.1g,<0.5g,14.7g,2.29g,Essential Smoked British Bacon 12 Streaky Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.0g,225kcal,16.1g,0.0g,5.9g,0.0g,19.9g,0.14g,Waitrose British Pork Loin Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.0g,305kcal,25.8g,1.0g,10.3g,0.1g,16.8g,2.98g,Denhay dry cured streaky unsmoked bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,<0.5g,210kcal,15.1g,0.5g,5.8g,<0.5g,17.9g,0.12g,Essential British Pork 4 Shoulder Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,<1.0g,272Kcal,24g,0g,8.7g,<1.0g,13g,2.3g,Unearthed Bratwurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.0g,146kcal,6.3g,0.0g,2.1g,0.0g,22.3g,0.10g,Waitrose British Pork Stir Fry Strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.7g,205kcal,14.5g,0.0g,4.9g,<0.5g,16.9g,2.20g,Essential Smoked British Bacon 6 Thick Back Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0.5g,239kcal,19.8g,0.0g,7.1g,<0.5g,14.7g,2.29g,Essential Unsmoked Bacon 12 Streaky Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.1g,237kcal,13.0g,Trace,5.6g,1.1g,28.0g,2.77g,Finnebrogue Naked Bacon 6 Smoked Back Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,6.7g,218kcal,10.5g,0.7g,4.3g,6.7g,23.8g,1.19g,Waitrose Slow Cooked Pork Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,<0.5g,302kcal,25.4g,1.1g,9.1g,<0.5g,17.3g,1.51g,No.1 Free Range Unsmoked Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.5g,261kcal,17.1g,0.9g,5.9g,0.5g,15.7g,1.20g,Essential 8 British Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,6.0g,236kcal,13.4g,<0.5g,4.7g,5.1g,22.7g,0.89g,Waitrose Red Eye Pork Ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,0.0g,No.1 Free Range Pork Spare Ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,19.4g,340kcal,23.5g,1.0g,7.3g,3.1g,12.1g,0.85g,"Easy to Cook Pork, Apple & Cider Vol-au-Vents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.5g,261kcal,17.1g,0.9g,5.9g,0.5g,15.7g,1.20g,Essential British Pork 12 Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.0g,189kcal,7.8g,0.6g,2.0g,0.0g,29.5g,0.83g,Easy to Cook Pork Medallion Flat Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2.8g,252kcal,17.0g,1.1g,6.2g,0.5g,21.4g,0.95g,Waitrose 6 British Pork Toulouse Style Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.5g,261kcal,17.1g,0.9g,5.9g,0.5g,15.7g,1.20g,Essential 12 British Pork Chipolatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0.6g,261kcal,20.3g,0.5g,7.2g,<0.5g,18.6g,1.60g,Waitrose Triple Oak Smoked Streaky Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.1g,323kcal,26.1g,0.0g,9.0g,<0.5g,21.0g,1.1g,No.1 Free Range 12 Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.6g,165kcal,9.4g,0.0g,3.4g,<0.5g,19.5g,0.24g,Essential British Pork Rack of Loin Ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,3.5g,227kcal,14.0g,0.1g,5.3g,1.4g,21.7g,1.13g,Waitrose Duchy 6 British Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.8g,301kcal,25g,,8.8g,0.4g,18g,1.4g,Heck 97% pork sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0.0g,270kcal,21.7g,0.0g,8.0g,0.0g,18.6g,0.13g,Waitrose British Thin Cut Pork Loin Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,9.8g,310kcal,22.7g,2.0g,6.9g,2.5g,15.6g,0.90g,Easy to Cook Pork and Chorizo Burgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.1g,246kcal,17.0g,0.5g,6.0g,0.8g,21.9g,1.28g,No.1 Lincolnshire Pork Sausages 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.3g,197kcal,12.5g,1.0g,4.6g,0.2g,19.4g,2.50g,Denhay Wiltshire Cure Thick Smoked Back Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3.5g,227kcal,14.0g,0.1g,5.3g,3.5g,21.7g,1.13g,Waitrose Duchy 12 British pork chipolatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,5.2g,311kcal,23.1g,0.7g,8.1g,<0.5g,20.1g,1.13g,Waitrose 18 Pork Cocktail Sausages with Pepper & Nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0.0g,247kcal,11.1g,0.7g,3.6g,0.0g,36.4g,2.24g,Essential Unsmoked British 2 Gammon Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.9g,403kcal,34.6g,<0.1g,12.3g,0.4g,21.1g,3.16g,Finnebrogue Naked Unsmoked Streaky Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.1g,115kcal,3.4g,0g,1.2g,0.5g,20.0g,2.54g,Naked 6 Unsmoked Bacon Medallions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0.5g,239kcal,19.8g,0.0g,7.1g,<0.5g,14.7g,2.29g,essential Waitrose British Bacon Smoked Lardons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,3.8g,295kcal,22.3g,1.4g,7.8g,0.5g,19.0g,1.41g,Jolly Hog 6 British Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,<0.5g,208kcal,14.6g,0.0g,5.5g,<0.5g,19.0g,2.9g,Waitrose Duchy dry cured back rashers unsmoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2.0g,221kcal,14.1g,2.0g,5.2g,1.5g,20.5g,1.35g,Waitrose Duchy 6 British Pork Sausages with Herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0.2g,262kcal,20.1g,0.1g,7.2g,0.2g,20.0g,2.93g,Waitrose Duchy Free Range Dry-Cured Back Bacon Smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0.8g,264kcal,19g,Trace,7.3g,<0.5g,23g,2.77g,Naked 12 Smoked Streaky Bacon Rashers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,7.1g,287kcal,20.1g,0.8g,6.9g,2.8g,19.1g,2.18g,Waitrose 8 Honey & Rosemary Pork Chipolatas in Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.4g,268kcal,22g,1.3g,6.6g,0.7g,14g,1.3g,Finnebrogue Naked Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0.0g,237kcal,19.8g,0.0g,7.1g,0.0g,14.7g,2.3g,Essential British Bacon Unsmoked Lardons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0g,270kcal,21.7g,0g,8.0g,0g,18.6g,0.13g,Waitrose Duchy Free Range British Pork Chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,4.0g,270kcal,18.6g,0.1g,6.9g,1.0g,21.7g,0.93g,Waitrose Duchy Free Range British Pork 20 Meatballs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,<0.5g,201kcal,13.8g,0.6g,4.6g,<0.5g,18.7g,3.16g,No.1 Beech Smoked Streaky Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.0g,247kcal,11.1g,0.7g,3.6g,0.0g,36.4g,2.24g,Essential 2 British Smoked Gammon Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,5.5g,182kcal,9.8g,3.6g,0.8g,1.3g,16.1g,1.3g,Cauldron 6 Lincolnshire Vegetarian Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,4.5g,247kcal,17.9g,0.8g,6.2g,0.5g,16.7g,1.2g,Waitrose Pork Sausagemeat Stuffing with Pepper & Nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.0g,499kcal,44g,<0.5g,17g,0.7g,25g,3.2g,Goikoa Chorizo De Navarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,6.5g,163kcal,8.6g,2.0g,0.8g,1.0g,14.0g,1.3g,Cauldron 6 Cumberland Vegetarian Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1.0g,514kcal,44.7g,0.7g,14.9g,0.7g,26.6g,2.8g,Waitrose Spanish Chorizo de Navarra 60 Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.8g,299kcal,26g,<0.5g,9.4g,0.8g,17g,2.4g,Unearthed Cooking Chorizo de Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.0g,454kcal,39.1g,<0.5g,14.1g,0.6g,24.3g,2.4g,Waitrose Chorizo Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,<0.5g,302kcal,23.5g,0.9g,8.7g,<0.5g,21.7g,4.0g,Waitrose German Smoked Salami 15 Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2.6g,394kcal,34.5g,1.7g,13.1g,1.0g,17.4g,2.80g,Cooks' Ingredients Chorizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.7g,475kcal,40.8g,0.8g,15.0g,0.6g,25.9g,3.45g,Cooks' Ingredients Diced Chorizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.6g,129kcal,3.9g,,1.1g,0.6g,22g,1.9g,Heck 10 Chicken Italia Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,<0.5g,328kcal,24.3g,0.0g,9.8g,<0.5g,27.0g,3.7g,Waitrose Italian Napoli Salami 14 Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4.6g,290kcal,21.0g,<0.5g,7.4g,2.7g,20.6g,1.3g,Waitrose Cocktail Sausages in Bacon 16s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,13.3g,111kcal,2.4g,4.4g,1.3g,1.8g,6.8g,1.02g,Waitrose Vegan Mushroom & Leek Bangers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,6.4g,117kcal,2.97g,1.2g,0.8g,1.6g,16.6g,1.38g,Good Little Company 6 Great Skinny Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2.3g,188kcal,16.0g,1.3g,6.3g,0.6g,15.4g,1.33g,Good Little Company Good Little Sausages 12s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4.9g,264kcal,19.2g,0.8g,6.7g,0.5g,17.5g,1.2g,Waitrose 10 British Pork Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1.0g,425kcal,37g,<0.1g,13g,1.0g,25g,3.3g,Pajariel Chorizo de León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,10.5g,261kcal,17.1g,0.9g,5.9g,0.5g,15.7g,1.20g,essential Waitrose British Pork 30 Cocktail Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1.0g,392kcal,34g,<0.5g,14g,<0.5g,21g,3.1g,Artysán Chorizo Puchero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,10.4g,206kcal,10.4g,5.4g,0.8g,3.1g,15.0g,1.9g,Quorn Best of British Sausages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
